wavelength,mean_flux,mean_err
1665.0,3.7492919449785758,0.2328975206477878
1666.5,4.351644979136179,0.2339429991955844
1668.0,3.600977768192411,0.2349842260823736
1669.5,3.396333882180211,0.2212458637720025
1671.0,3.630874400719935,0.22393041029496819
1672.5,3.473256879289793,0.226691022418796
1674.0,3.896215554786032,0.23193725437393484
1675.5,3.4667215460591634,0.21716583629406525
1677.0,3.4075030027333653,0.22088189477993797
1678.5,3.4404193139308457,0.2117381625454268
1680.0,3.57746816425732,0.2063966749650874
1681.5,3.310681123083286,0.19837681034099178
1683.0,3.3884875351631156,0.2002232446719073
1684.5,3.2738812792596548,0.19894911133877516
1686.0,3.329401290708358,0.19787474550518927
1687.5,3.2470005802302158,0.1873352213131639
1689.0,3.156793447419708,0.19203916572138974
1690.5,3.1105190776472114,0.18763778839396464
1692.0,3.2706688982124517,0.1873067981424084
1693.5,3.335747677127517,0.19078914108230755
1695.0,3.137611738075702,0.18472814405639973
1696.5,3.1381356736442187,0.1847829092677511
1698.0,3.219004893250497,0.1884830714463628
1699.5,3.1028165795895126,0.18100034470080775
1701.0,3.2396009901381437,0.18372774032917583
1702.5,2.759842354817823,0.16832862518277406
1704.0,3.1760140288852416,0.17936359603815774
1705.5,3.029204514034749,0.1767746246072234
1707.0,3.059762860029052,0.17285695190680508
1708.5,2.974613639678956,0.17180005738494186
1710.0,3.0380980400871893,0.16615267618595914
1711.5,2.8905999007887533,0.16963886220380103
1713.0,3.016270060582573,0.17683561826072874
1714.5,3.0043918078968797,0.1869243236827096
1716.0,2.927173985109781,0.17773779462628156
1717.5,3.179011368772357,0.17709754330155264
1719.0,3.0822563948822967,0.16908033003360198
1720.5,2.730803759066482,0.1686580391549287
1722.0,2.8541059068217636,0.16607845678435307
1723.5,3.0043854727126584,0.16771465454150147
1725.0,3.1395453706641043,0.17236646225241264
1726.5,2.894463846185727,0.16481014032272415
1728.0,2.995435918316937,0.17120923945963762
1729.5,2.983461767778524,0.16404189653934484
1731.0,3.1597116544380395,0.16568444717208314
1732.5,2.9585224061599193,0.16467619154380192
1734.0,2.9742032467904242,0.16275862933671673
1735.5,2.9943877191365633,0.16290680309214217
1737.0,3.003629655611518,0.16265338676733435
1738.5,3.1669733982569412,0.15955618845687075
1740.0,2.6913406108380262,0.1585099150497968
1741.5,2.81424509846393,0.15488392984712873
1743.0,2.964186378800958,0.15360040269243244
1744.5,3.0425164507784417,0.15842447179813066
1746.0,3.0080902502904636,0.15860468595205313
1747.5,3.0480651741239093,0.16085773566747968
1749.0,3.005827875384518,0.15089617596462246
1750.5,3.090294619755276,0.15495427246918442
1752.0,2.9495273552064827,0.1498572419142563
1753.5,3.0055269730121004,0.16012949654357414
1755.0,3.1160510284246916,0.1538704055335647
1756.5,3.0677750028393387,0.1536855471855655
1758.0,3.028928029802466,0.1548691349372412
1759.5,2.982289012492555,0.15499549091552076
1761.0,2.7104052172183617,0.155025458938917
1762.5,2.761322706523756,0.1494025521718243
1764.0,2.632332988537668,0.1433605153322626
1765.5,2.8118313579695613,0.15232813615663418
1767.0,2.753115230961504,0.14784418491118692
1768.5,2.824422418964066,0.14755853380652695
1770.0,2.8609708440793935,0.150387387714047
1771.5,2.607751009448113,0.1403827426183281
1773.0,2.9816908124063226,0.14530332326885864
1774.5,2.8121027502516567,0.14354244683246675
1776.0,2.6457141659896477,0.1403375718054313
1777.5,2.7238796282830173,0.1444857797238553
1779.0,2.7762732075312613,0.14210655635854288
1780.5,2.6944660865914396,0.13921955775099432
1782.0,2.6064054058053054,0.13561686293305752
1783.5,2.6772033276612657,0.13841790202851528
1785.0,2.8658009531320423,0.14315969369024736
1786.5,2.808541262045346,0.14266896549252725
1788.0,2.9846584438515653,0.14875033828222478
1789.5,2.723846056409094,0.1429894483933283
1791.0,2.6548953956757413,0.14108166672015535
1792.5,2.6756448333609963,0.13296267398755532
1794.0,2.728435715151462,0.13445485774250399
1795.5,2.8595708401000595,0.1359237327035403
1797.0,2.7161328478228115,0.1345710348776899
1798.5,2.6143423228726337,0.12927076377550942
1800.0,2.825168711617481,0.12958415488866876
1801.5,2.619021601466696,0.13568975572146472
1803.0,2.5568323951727976,0.1427649116442697
1804.5,2.8289199757338226,0.14769707997106732
1806.0,2.6929481005719444,0.14296284392302747
1807.5,2.842594854105127,0.13799460570695282
1809.0,2.722037124906292,0.135773680195427
1810.5,2.719215685074369,0.13691651882356534
1812.0,2.5785807180757807,0.13553258404884033
1813.5,2.6656319941956674,0.14062504926211009
1815.0,2.6879293953421484,0.14330664538187365
1816.5,2.7824013649781323,0.135134846943318
1818.0,2.7362319898771346,0.14235446361108176
1819.5,2.5101380835459146,0.13195611228624812
1821.0,2.579537902969805,0.13873236139396636
1822.5,2.5717980643692013,0.12669615414864732
1824.0,2.671912169877894,0.13501997570635516
1825.5,2.528912566108564,0.1320400191881741
1827.0,2.52371002380209,0.1298278106063778
1828.5,2.5554141809448865,0.12746290243959962
1830.0,2.6293535111995605,0.12813221046739137
1831.5,2.6461615121298143,0.1287148242754835
1833.0,2.496612583195715,0.12150311967085457
1834.5,2.561794631923191,0.123455593636152
1836.0,2.3228242970174584,0.11753926716706636
1837.5,2.5881493827700823,0.121341045423387
1839.0,2.5379632159828547,0.11856877151688808
1840.5,2.4512411543434056,0.11982462102101504
1842.0,2.4787157792127354,0.11913740148249241
1843.5,2.4455495852838727,0.11530572834888202
1845.0,2.418939743972009,0.1147198118278499
1846.5,2.4197637265842147,0.11235601746850904
1848.0,2.4096849338934194,0.11971238951661096
1849.5,2.398919906135319,0.1182984048148003
1851.0,2.2431199470986485,0.11310811804492267
1852.5,2.2839229933458545,0.11859058618895256
1854.0,2.379384974288612,0.11739201810782401
1855.5,2.4340756286795515,0.11189824387079947
1857.0,2.590293450679264,0.12033725318572822
1858.5,2.323071371099301,0.11641951589216142
1860.0,2.3536961592700973,0.11201290423976526
1861.5,2.2455117314130084,0.11249516305626027
1863.0,2.4591971844077425,0.11619145577207893
1864.5,2.4603776893525358,0.11618402898374276
1866.0,2.3616390449497993,0.11377188299953489
1867.5,2.479470870434518,0.11239192298602528
1869.0,2.5936644910030426,0.11191845083404878
1870.5,2.4447610907557125,0.11235663038065845
1872.0,2.351490119383244,0.1107676606169255
1873.5,2.35219586368106,0.11334663868532331
1875.0,2.2761181927430685,0.10792193972908444
1876.5,2.435563452295299,0.11494439355355476
1878.0,2.2999062626889635,0.10916468999961572
1879.5,2.5514008027317407,0.11082780679031258
1881.0,2.488612008691053,0.10643490536803937
1882.5,2.6330204436311693,0.11282198246778619
1884.0,2.3935848909757516,0.10511812536015028
1885.5,2.2493493350212312,0.10033086058413303
1887.0,2.222113495830885,0.10170004637397785
1888.5,2.1503211483021656,0.09954744191190308
1890.0,2.30956790128267,0.1004364213564055
1891.5,2.398708947405647,0.10288236129326782
1893.0,2.388139241566975,0.09992721035089645
1894.5,2.262798653984587,0.10155110930083829
1896.0,2.2172532168075056,0.098259556303352
1897.5,2.327821924903487,0.099370057155996
1899.0,2.265178877098226,0.09760285043920196
1900.5,2.4649878130122507,0.09762799735085867
1902.0,2.4516726281221537,0.09961851468460048
1903.5,2.4197362518247663,0.09734593715366338
1905.0,3.083169438506023,0.10121844539313032
1906.5,4.324185636698177,0.10609978409385945
1908.0,4.21554676468221,0.1028996221934792
1909.5,3.5973363891202563,0.10118031336337738
1911.0,2.662980045370151,0.09712758897845239
1912.5,2.298923669549405,0.09397961031817344
1914.0,2.2471612159138523,0.09324145821073423
1915.5,2.363202178113773,0.0981149885228119
1917.0,2.2143633035795887,0.09183379196616599
1918.5,2.091021082311708,0.09145270759843455
1920.0,2.2342781125753697,0.09143817478708086
1921.5,2.180795769117613,0.09064996243548143
1923.0,2.068913909978708,0.09450462508390994
1924.5,2.304387165881764,0.09477346055326438
1926.0,2.1617227367734704,0.09529507573550906
1927.5,2.147708821608191,0.09401841153599577
1929.0,2.0011910334754,0.09172436062252437
1930.5,2.017331446050141,0.08967255347937499
1932.0,2.0737533310168206,0.09207564417526508
1933.5,2.1605512893233,0.09079108444318609
1935.0,2.2082940786815293,0.09248873291359454
1936.5,1.9991809471074242,0.08837899108996194
1938.0,2.0126847935229386,0.08838309171503649
1939.5,2.0407829230604384,0.08954589895156906
1941.0,2.0993172935132516,0.08665676528087732
1942.5,2.2195968182678163,0.09245746004603887
1944.0,2.061234990597295,0.08826176447162801
1945.5,2.039584183458626,59420.34623666219
1947.0,2.0479575369763308,0.08592702140236852
1948.5,2.2101997716947293,0.08862565048826056
1950.0,1.988695037512313,0.09124788367202068
1951.5,1.9692719779910892,0.08378938655992599
1953.0,1.9471258113367882,0.08375400078803463
1954.5,1.9650995205071762,0.08820315770320682
1956.0,1.9877389849830214,0.0843164267378128
1957.5,2.085582588916943,0.08409450498384867
